label,content
flood,"More flood evacuees in Sabah allowed to return home this morning KOTA KINABALU, May 28 ― More flood evacuees in Beaufort were allowed to return  home this morning, leaving only 118 victims from 27 families, as compared to 602 people from 155 families yesterday evening.  The Sabah State Disaster Management Committee in a statement said only one relief centre at Dewan DSP Mohd Dun Banir is operating in the district, as three others were shut down this morning. “We are still monitoring the flood situation in Beaufort to ensure that it safe for the rest of the victims to return to their homes,"" the statement read.  The floods which occurred due to heavy rains since May 20 had affected 47 villages in Tenom and 75 villages in Beaufort. ― Bernama"
other,"The United States has vowed to continue the evacuation of American citizens and allies out of Afghanistan, as US troops brace for the threat of more terrorist attacks following two deadly bombings at Kabul's airport.
At least 90 Afghans died and another 140 were injured Thursday, an official with Afghanistan's Ministry of Health said, after suicide bombers and gunmen attacked packed crowds outside the airport.
According to the Pentagon, 13 US service members were killed and 18 others injured.
Ten Marines were among the troops killed and several more were wounded, Marine spokesman Maj. Jim Stenger said. The identities and units of those killed won't be announced until after relatives are notified, he added.
The assault came as the US and other Western countries were racing to evacuate their citizens and Afghan allies ahead of an August 31 deadline, after the Taliban retook control of the country.
Thousands of Afghans had been gathering at the airport's gates in recent days in hopes of being evacuated. Footage posted to social media on Thursday after the explosions showed chaotic scenes of crowds trying to help the wounded amid bodies on the ground. Photos showed bloodied people being transported away from the scene in wheelbarrows.
Video shot by local Afghan journalists in the wake of the blasts, appears to show people continuing to gather near the airport perimeter despite the enormous personal risk.
ISIS in Khorasan, known as ISIS-K has claimed responsibility for the attack, but provided no evidence to support the claim. US officials have said the group was likely behind the atrocity.
Speaking from the White House, US President Joe Biden said evacuation efforts would not be stopped by the attack, and that he had ordered US military commanders to develop plans to strike ""ISIS-K assets, leadership and facilities.""
""We will not forgive. We will not forget. We will hunt you down and make you pay,"" Biden said.
About 7,500 people were evacuated from Kabul over the course of 12 hours between 3 a.m. and 3. p.m. ET on Thursday, the White House said. It's unclear how many of those evacuations took place after the attack."
drought,"The scene is now common throughout eastern and southern Africa, as droughts for three consecutive years have decimated crops and caused widespread hunger. New research indicates that it is partly due to climate change driven by human action, which has worsened the El Niño weather phenomenon.
“This is about as bad as it has ever been,” said Chris Harvey, as he walked to his farm´s irrigation dam, where the water level has fallen six metres in 10 months.
“We might not be able to grow any vegetables next year,” his wife Sue added.
Dams in the area are drying out, symptomatic of the continent´s battle with years of poor rainfall. The droughts in eastern and southern Africa beginning in 2015 have affected tens of millions of people. The latest numbers from the UN suggest that 24 million people are facing food insecurity in eastern Africa alone, not counting millions of people in the southern region.
According to a new study published by the American Meteorological Society, such conditions will become increasingly normal as climate change takes its toll.
“We are advising governments to expect yearly disasters, droughts, floods, and also now diseases,” David Phiri, the UN´s food and agriculture coordinator in Southern Africa, told IRIN."
other,"Since the MPR of October 2017, global economic activity has gained strength, with growth impulses becoming synchronised across regions. Global trade has expanded, buoyed by gradually improving global demand and especially, the revival of investment activity in advanced economies (AEs). Crude prices have firmed up on strong demand and geo-political concerns, necessitating the drawdown of inventories even as production cuts by the Organisation of the Petroleum Exporting Countries (OPEC) restrain supply. Metal prices have risen, fuelled by demandsupply imbalances and resurgent demand as economic prospects improve. Inflation has remained below target levels in most AEs despite the pick-up in aggregate demand and rise in some commodity prices, while it remains subdued in most emerging market economies (EMEs).International financial markets, which were buoyed by reflation trade and remained resilient to the normalisation of monetary policy by the US Fed during Q4:2017 and January 2018, turned volatile beginning the first week of February on (i) strong payrolls and accelerated wage growth data in the US fuelling expectations of faster tightening of monetary policy; (ii) announcement of protectionist trade measures by the US and retaliatory talk; and (iii) uncertainty surrounding the Brexit transition deal. Equity markets in advanced and emerging market economies, which had rallied in H2:2017, shed some of their gains in Q1:2018. Bond yields in major AEs hardened on expectations of faster monetary policy normalisation and rise in inflation in some AEs. The US dollar remained weak, while the euro and the yen appreciated. EME currencies behaved divergently with a general appreciating bias until January 2018."
drought,"Nestle extracted 36 million gallons of water from a national forest in California last year to sell as bottled water, even as Californians were ordered to cut their water use because of a historic drought in the state.
And the permit that Nestle uses to operate its water pipeline in the San Bernardino national forest costs just $524 (£357) a year.
That rankles with some residents and environmental groups, who want the US government to cut off Nestle's access to the water until an environmental study can be conducted.
Nestle has the legal rights to the water, and Arrowhead water has been bottled from springs here since 1894.
Yet the firm's permit to operate this seven-mile pipeline in the mountains expired in 1988, though since it pays its yearly $524, the licence is still considered valid by the US Forest Service and by Nestle.
However, activists consider the permit expired and the US government is now reviewing Nestle's licence. A public comment period has just closed and this month a federal hearing will consider the legality of the permit.
""The forest service should protect the forest,"" says Amanda Frye, a resident who's becoming known as a water rights activist. ""A healthy forest produces a healthy population of people. We need the forest."""
earthquake,"An earthquake of 5.4 magnitude hit Sikkim on Monday night, the National Centre for Seismology said, with tremors being also felt in the eastern states of Assam, West Bengal and Bihar.
The quake occurred at 8.49 PM at a depth of 10 kilometres near the India-Bhutan border, the NCS said.
In Sikkim, panic-stricken people rushed out of their houses. There was no immediate report of any major damage.
Prime Minister Narendra Modi spoke to the chief ministers of Sikkiam, Bihar and Assam and took stock of the situation in eastern India following the quake, government sources said.
""PM Narendra Modi is taking stock of the damage due to the earthquake. He is speaking to chief ministers of all 4 affected states and has already spoken to the CMs of Bihar, Assam and Sikkim,"" the sources said.
West Bengal Governor Jagdeep Dhankhar said that he called up Chief Minister Mamata Banerjee and enquired about her well-being as she is in Siliguri, where the tremors were felt.
""Had telephone conversation @MamataOfficial to enquire her well-being as Earthquake Tremors Felt In North Bengal. Hon'ble CM is at Siliguri presently. Relieved to learn all well at her end,"" he tweeted.
The Himalayas are prone to earthquakes and are known for high-seismic activity."
other,"While indicators of spending and production have been encouraging on balance, the job market has improved only slowly. Following the loss of about 8-3/4 million jobs from early 2008 through 2009, private-sector employment expanded by only a little more than 1 million during 2010, a gain barely sufficient to accommodate the inflow of recent graduates and other entrants to the labor force. We do see some grounds for optimism about the job market over the next few quarters, including notable declines in the unemployment rate in December and January, a drop in new claims for unemployment insurance, and an improvement in firms' hiring plans. Even so, if the rate of economic growth remains moderate, as projected, it could be several years before the unemployment rate has returned to a more normal level. Indeed, FOMC participants generally see the unemployment rate still in the range of 7-1/2 to 8 percent at the end of 2012. Until we see a sustained period of stronger job creation, we cannot consider the recovery to be truly established.Likewise, the housing sector remains exceptionally weak. The overhang of vacant and foreclosed houses is still weighing heavily on prices of new and existing homes, and sales and construction of new single-family homes remain depressed. Although mortgage rates are low and house prices have reached more affordable levels, many potential homebuyers are still finding mortgages difficult to obtain and remain concerned about possible further declines in home values.Inflation has declined, on balance, since the onset of the financial crisis, reflecting high levels of resource slack and stable longer-term inflation expectations. Indeed, over the 12 months ending in January, prices for all of the goods and services consumed by households (as measured by the price index for personal consumption expenditures (PCE)) increased by only 1.2 percent, down from 2.5 percent in the year-earlier period. Wage growth has slowed as well, with average hourly earnings increasing only 1.9 percent over the year ending in January. In combination with productivity increases, slow wage growth has implied very tight restraint on labor costs per unit of output."
other,"Taking into account the initial conditions, signals from forward-looking surveys and estimates from structural and other models5, CPI inflation is projected to pick up from 3.7 per cent in August 2018 to 3.9 per cent in Q3:2018-19 and 4.5 per cent in Q4:2018-19, with risks somewhat tilted to the upside (Chart I.6). The projected increase in inflation from current levels reflects the waning away of favourable base effects and anticipates the feeding through of the impact of the increase in MSPs into retail inflation. The direct impact of the increase in HRA by central government has started waning and will fade away completely by December 2018. Excluding the estimated impact of HRA for central government employees, CPI inflation is projected at 3.8 per cent in Q3:2018-19 and 4.5 per cent in Q4:2018-19. The 50 per cent and the 70 per cent confidence intervals for headline inflation in Q4:2018-19 are 3.6-5.7 per cent and 3.1-6.4 per cent, respectively.There are upside and downside risks to the baseline inflation path. As stated earlier, the announced increase in MSPs for kharif crops has been much bigger than in the recent past, but there is considerable uncertainty about the exact impact of the scale and timing of government procurement operations. Other upside risks in the context of the baseline projection include supply disruptions in the global crude oil market, volatility in international financial markets and second round effects of the staggered HRA revisions by state governments. A major downside risk to the baseline could be decline in demand for oil due to global growth slowdown on account of rising trade tensions, which may help bring down oil prices."
other,"Growth in Australia's major trading partners remains a bit below average and is expected to decline a little over the forecast period, reflecting a further moderate easing in growth in China. While longer-term risks associated with high and rising debt in China remain, the downside risks to Chinese growth in the near term appear to have diminished, in large part due to strong growth of government-funded infrastructure projects and buoyant conditions in the property market. These developments have led to an increase in the demand for bulk commodities at the same time as the Chinese authorities have restricted domestic production of commodities to reduce overcapacity. This has contributed to a pick-up in bulk commodity prices and has been associated with a broad-based increase in producer prices in China.The rise in commodity prices this year has resulted in an increase in Australia's terms of trade. This represents a marked change from the pattern of recent years, whereby the terms of trade had fallen significantly and by more than expected. Although the recent increase in the terms of trade has been associated with an appreciation of the Australian dollar, it is expected to provide some support to income growth, in contrast to the period since the peak in the terms of trade in 2011. The forecasts assume that the terms of trade will remain above the low point reached earlier this year. In part, this reflects the expectation that Chinese demand for steel will remain resilient in the near term and that Chinese production of bulk commodities will not increase substantially. However, the Chinese authorities may relax efforts to reduce overcapacity in their mining industry, in response to recent sharp increases in bulk commodity prices, and there is uncertainty about the extent to which the recovery in the Chinese property market will be sustained. Either of these factors, among other things, could affect the outlook for Australia's terms of trade."
wildfires,"An out-of-control wildfire burning northeast of the Australian west coast city of Perth has destroyed at least 59 homes and was threatening more Tuesday, with many residents across the region told it is too late to leave.
The 7,000-hectare (17,000-acre) blaze, which has a 80-kilometer (50-mile) perimeter, began on Monday and raged through the night near the town of Wooroloo, with the shires of Mundaring, Chittering, Northam, and the city of Swan affected.
“Firefighters have done a remarkable job in some of the most challenging conditions that we’ve experienced in the metropolitan region for some time,” Western Australia state Department of Fire and Emergency Services Commissioner Darren Klemm said.
“Tragically, 59 properties have been lost in this fire and that number may increase as we continue to assess the extent of the damage,” Klemm added.
Six firefighters sustained minor injuries, Australian Broadcasting Corp. reported. No other injuries were reported.
The fire doubled in size overnight and burned through 7,366 hectares (18,202 acres) of farm and woodland, officials said.
State Premier Mark McGowan said 80% of all properties at Tilden Park near Gidgegannup on Perth’s northeast rural fringe have been lost.
McGowan said a large aerial tanker was flying from the Australian east coast to help fight the blaze.
“This is an extremely dangerous fire and a serious situation. Weather conditions are extremely volatile,” McGowan said.
“Please do everything you can to keep you and your family safe and look after each other,” he added.
People in a 25-kilometer (16-mile) stretch west from Wooroloo to the Walyunga National Park northeast of Perth were told Tuesday it had become too dangerous to leave their homes."
other,"With the economy expanding at a solid pace, resource utilization rising, cost pressures increasing, and short-term interest rates still relatively low, the Federal Open Market Committee (FOMC) over the course of 2005 continued the process of removing monetary policy accommodation, raising the federal funds rate 2 percentage points in eight increments of 25 basis points each. At its meeting on January 31 of this year, the FOMC raised the federal funds rate another 1/4 percentage point, bringing its level to 4-1/2 percent.At that meeting_ monetary policymakers also discussed the economic outlook for the next two years. The central tendency of the forecasts of members of the Board of Governors and the presidents of Federal Reserve Banks is for real GDP to increase about 3-1/2 percent in 2006 and 3 percent to 3-1/2 percent in 2007. The civilian unemployment rate is expected to finish both 2006 and 2007 at a level between 4-3/4 percent and 5 percent. Inflation, as measured by the price index for personal consumption expenditures excluding food and energy, is predicted to be about 2 percent this year and 1-3/4 percent to 2 percent next year. While considerable uncertainty surrounds any economic forecast extending nearly two years, I am comfortable with these projections.In the announcement following the January 31 meeting, the Federal Reserve pointed to risks that could add to inflation pressures. Among those risks is the possibility that, to an extent greater than we now anticipate, higher energy prices may pass through into the prices of non-energy goods and services or have a persistent effect on inflation expectations. Another factor bearing on the inflation outlook is that the economy now appears to be operating at a relatively high level of resource utilization. Gauging the economy's sustainable potential is difficult, and the Federal Reserve will keep a close eye on all the relevant evidence and be flexible in making those judgments. Nevertheless, the risk exists that, with aggregate demand exhibiting considerable momentum, output could overshoot its sustainable path, leading ultimately--in the absence of countervailing monetary policy action--to further upward pressure on inflation. In these circumstances, the FOMC judged that some further firming of monetary policy may be necessary, an assessment with which I concur."
other,"Liquidity conditions, which had tightened since mid-December, were stretched further by the larger-than-usual accumulation of cash balances by the Government, unusually heightened and persistent demand for currency, a pick-up in bank credit and flatter deposit mobilisation at this time relative to past years. The Reserve Bank undertook liquidity operations to quell these pressures and supplemented normal operations with large amounts of liquidity injected through fine-tuning variable rate repo auctions in tenors ranging between overnight and 56 days. The average daily liquidity injection (including variable rate overnight and term repos) increased from _ 1,345 billion in January to _ 1,935 billion in March. Besides, durable liquidity was also provided through open market operations (OMOs) of the order of _ 514 billion and _ 375 billion through buy-back operations in February and March. The Reserve Bank also started conducting reverse repo and MSF operations on holidays in Mumbai to enable the frictionless functioning of the payment and settlement system.Effective April 2, 2016 the statutory liquidity ratio (SLR) of scheduled commercial banks was reduced by 25 basis points from 21.5 per cent to 21.25 per cent of their NDTL. Also, from February 2016, banks were allowed to reckon additional government securities held by them up to 3 per cent of their NDTL within the mandatory SLR requirement as level 1 high quality liquid assets (HQLA)  for the purpose of computing their liquidity coverage ratio (LCR), thereby taking the total carve-out from SLR available to banks equivalent to 10 per cent of their NDTL. These measures will create space for banks to increase their lending to productive sectors on competitive terms so as to support investment and growth.FCNR(B) deposits and associated swaps undertaken in September 2013 are expected to mature starting September this year. It is important to note that these swaps are fully covered by the Reserve Bank¡¯s forward purchases. Moreover, the Reserve Bank will monitor developments closely to contain any unanticipated market volatility associated with the repayment.While exports declined in February in US dollar terms for the fifteenth successive month, the rate of contraction narrowed to a single digit for the first time in this period and volume growth turned positive. The decline in non-POL exports was even smaller, with gems and jewellery, drugs and pharmaceuticals, electronics and chemicals driving the upturn. The prolonged contraction in imports also slowed significantly, and non-POL non-gold import growth turned positive for the first time after seven months. This reflected a sizable upsurge in imports of machinery, supported by a pick-up in imports of pearls and precious stones and electronic goods. With gold imports falling in February and March, the continuing softness in crude prices working favourably in terms of conserving the POL import bill and some gains in terms of trade, the trade deficit narrowed to its lowest monthly level since September 2013. In turn, this has likely lowered the current account deficit (CAD) in Q4 below 1.3 per cent of GDP recorded in Q3, despite a moderation in net receipts from services exports and remittances. Net inflows in the form of foreign direct investment (FDI) were robust in Q4 (up to January), more than sufficient to fund the external financing requirement. Foreign portfolio investors (FPIs), who were net sellers in the domestic capital market up to February, became net buyers in March in both equity and debt segments."
Typhoon,"Tropical Storm Arthur 2020: Path, updates and forecast The storm is bringing rain to an area that’s still recovering from Hurricane Dorian in September. Tropical Storm Arthur has brought an early start to the Atlantic hurricane season. The storm formed Saturday off the Florida coast before snaking up the east coast toward North Carolina. While the storm is bringing rain to an area that’s still recovering from Hurricane Dorian in September, Arthur’s current path will take it out to sea by Monday night. Follow Arthur’s path with the map below. ""North Carolinians in coastal communities should be cautious of Tropical Storm Arthur approaching our coast today. Pay close attention to local forecasts and avoid dangerous surf conditions,"""
other,"Overall liquidity in the system remained in surplus in December 2019 and January 2020. Average daily net absorption under the liquidity adjustment facility (LAF) amounted to _ 2.61 lakh crore in December 2019. In January 2020, the average daily net absorption of surplus liquidity soared to _ 3.18 lakh crore. The Reserve Bank conducted four auctions involving the simultaneous purchase of long-term and sale of short-term government securities under open market operations (OMOs) for a notified amount of _ 10,000 crore each during December and January (December 23 and 30, 2019 and January 6 and 23, 2020). Reflecting these operations, the 10-year G-sec yield softened cumulatively by 15 bps between December 19, 2019 and January 31, 2020. During the intervening period, however, the yields fell by as much as 25 bps. The weighted average call rate (WACR) traded below the policy repo rate (on an average) by 10 bps in December and by 19 bps in January on easy liquidity conditions. Monetary transmission across various money market segments and the private corporate bond market has been sizable. As against the cumulative reduction in the policy repo rate by 135 bps since February 2019, transmission to various money and corporate debt market segments up to January 31, 2020 ranged from 146 bps (overnight call money market) to 190 bps (3-month CPs of non-banking finance companies). Transmission through the longer end of government securities market was at 73 bps (5-year government securities) and 76 bps (10-year government securities). Transmission to the credit market is gradually improving. The 1-year median marginal cost of funds-based lending rate (MCLR) declined by 55 bps during February 2019 and January 2020. The weighted average lending rate (WALR) on fresh rupee loans sanctioned by banks declined by 69 bps and the WALR on outstanding rupee loans by 13 bps during February-December 2019.After the introduction of the external benchmark system, most banks have linked their lending rates for housing, personal and micro and small enterprises (MSEs) to the policy repo rate of the Reserve Bank. During October-December 2019, the WALRs of domestic (public and private sector) banks on fresh rupee loans declined by 18 bps for housing loans, 87 bps for vehicle loans and 23 bps for loans to micro, small and medium enterprises (MSMEs).Export growth continued to contract in November-December 2019, reflecting the slowdown in global trade. Import growth slumped in November-December 2019, with contraction in both oil and non-oil non-gold imports. While the latter reflected the underlying weakness in domestic demand and was spread across categories such as transport equipment, coal, iron and steel and chemicals, outgoes on account of oil imports were lower due to a cut back in oil import volume. Gold imports also declined in December 2019. On the financing side, net foreign direct investment rose to US$ 24.4 billion in April-November 2019 from US$ 21.2 billion a year ago. Net foreign portfolio investment was of the order of US$ 8.6 billion in 2019-20 (up to February 4) as against net outflows of US$ 14.2 billion in the same period last year. In addition, net investments by FPIs under the voluntary retention route have aggregated US$ 7.8 billion since March 11, 2019. External commercial borrowings were higher at US$ 13.4 billion during April-December 2019 as compared with US$ 2.5 billion during the same period a year ago. India¡¯s foreign exchange reserves were at US$ 471.4 billion on February 4, 2020 _ an increase of US$ 58.5 billion over end-March 2019."
earthquake,"BANGOR, Maine — Residents from all over Maine and New England felt the effects of an earthquake measuring 4.0 on the Richter scale with an epicenter in Hollis Center, Maine, on Tuesday evening.
“I literally thought my furnace was exploding,” said Portland resident and Brewer native Holly Barber, a guidance counselor at Lake Region High School in Naples. “I live in Deering Center on Pleasant Avenue, and I was right here in my room.”
The quake was centered 3 miles west of Hollis Center and 13 miles northwest of Biddeford, according to the United States Geological Survey, and was just over 4 miles deep. The service notes the quake occurred at 7:12 p.m. Tuesday.
eports of the quake spread like wildfire through social media. A Facebook group created shortly after it struck, called “I survived the 10/16/12 earthquake,” was liked by more than 38,000 people by approximately 8:20 p.m. On Twitter, users reported feeling the tremors from around the state.
While there were no immediate reports of physical damage, some users reported problems with cellphone providers AT&T and Verizon Wireless and phone provider Time Warner after the quake.
The Maine Emergency Management Agency had no immediate reports of damage or injuries."
other,"After languishing for five consecutive quarters, economic activity in India is quickening, as estimates and high frequency as well as survey-based indicators etch out for the second half of 2017-18. Growth is strengthening and several elements are coming together to nurture this nascent acceleration: expectations of a record foodgrains output; strong sales growth by corporations; depleting finished goods inventories; and, restart of investment in fixed assets by corporations pointing to renewal of the capex cycle. Several services sectors, including the information technology sector in terms of its international competitiveness, have shown resilience. These are some of the developments that support brighter prospects for the Indian economy in 2018-19. A significant development has been that this time around, the step-up in growth is propelled by a revival of investment on the demand side and manufacturing on the supply side. This outlook will be lifted by tailwinds from remonetisation and implementation of Goods and Services Tax (GST).The path of inflation will likely be influenced by effects of the increase in house rent allowances (HRAs) for central government employees, which is purely statistical and has to be looked through to gauge true inflation developments. As this effect wanes, inflation could moderate in the remaining part of 2018-19 from an upturn in Q1 under the baseline assumptions."
other,"As per the existing roadmap, scheduled commercial banks have to reach the minimum Liquidity Coverage Ratio (LCR) of 100 per cent by January 1, 2019. Presently, the assets allowed as Level 1 High Quality Liquid Assets (HQLAs) for the purpose of computing LCR of banks include, inter alia, Government securities in excess of the minimum SLR requirement and, within the mandatory SLR requirement, Government securities to the extent allowed by the Reserve Bank under Marginal Standing Facility (MSF) [presently 2 per cent of the bank's NDTL] and under Facility to Avail Liquidity for Liquidity Coverage Ratio (FALLCR) [presently 9 per cent of the bank's NDTL]. For the purpose of computing LCR, it has been decided that, in addition to the above-mentioned assets, banks will be permitted to reckon as Level 1 HQLAs Government securities held by them upto another 2 per cent of their NDTL under FALLCR within the mandatory SLR requirement. Hence, the total carve-out from SLR available to banks would be 13 per cent of their NDTL. The other prescriptions in respect of LCR remain unchanged. As per extant guidelines on prudential norms for classification, valuation and operation of investment portfolio by banks, the state government securities are valued applying the Yield to Maturity (YTM) method with a uniform mark-up of 25 basis points above the yield of the Central Government securities (G-Secs) of equivalent maturity.It has now been decided that the securities issued by each state government should be valued based on observed prices. The valuation of traded state government securities shall be at the price at which they have been traded in the market. In case of non-traded state government securities, the valuation shall be based on the state-specific weighted average spread over the yield of the central government securities of equivalent maturity, as observed at primary auctions. The detailed guidelines to this effect will be issued separately by June 20, 2018.In the wake of spurt in the yields of government securities, banks were given an option to spread, over four quarters, the mark-to-market losses recorded on their investment portfolio during the quarters ended December 2017 and March 2018. It was also required that banks build an Investment Fluctuation Reserve (IFR) of 2 percent of their holdings in the AFS and HFT categories to avoid such eventualities. In view of the continuing rise in yield of government securities as also the inadequacy of time to build IFR for many banks, it has been decided to grant banks the option to spread the mark-to-market (MTM) losses on investments held in Available for Sale (AFS) and Held for Trading (HFT) portfolio for the quarter ending June 30, 2018, equally over a period of four quarters, commencing from the quarter ending June 30, 2018. The circular in this regard will be issued within a week."
other,"Globally, monetary policy remains very accommodative and is supporting economic activity, although inflation remains below most central banks' targets. The US Federal Reserve raised the federal funds rate target in December for the first time in nearly 10 years, although the stance of policy in the United States remains very accommodative and the pace of future rate increases is expected to be very gradual. In December, the European Central Bank (ECB) announced a package of measures designed to ease monetary policy further. More recently, the Bank of Japan also eased policy further by reducing the rate it pays on marginal reserves to _10 basis points while announcing that it would continue to expand its balance sheet over 2016 as planned.The diverging monetary policy trends among the major central banks, concerns about the challenges facing the Chinese authorities and large declines in oil prices have contributed to an increase in volatility in global financial markets of late. Sovereign bond yields have declined noticeably since late last year, as have equity prices. Also, spreads on corporate bonds in the United States, euro area and Australia increased owing to sharp rises in spreads for energy and resource-related companies. Large flows associated with capital outflows from China, together with asset sales by sovereign wealth funds of oil-producing nations, also appear to have contributed to market volatility. Despite this volatility, high-quality borrowers still have access to finance at very favourable rates."
other,"The evolving CPI inflation trajectory is likely to be subjected to both upside and downside pressures. The bumper foodgrains production in 2020-21 should sustain softening of cereal prices going forward. While the prices of pulses, particularly tur and urad, remain elevated, the incoming rabi harvest arrivals in the markets and the overall increase in domestic production in 2020-21 should augment supply which, along with imports, should enable some softening of these prices going forward. While edible oils inflation has been ruling at heightened levels with international prices remaining firm, reduction of import duties and appropriate incentives to enhance productivity domestically could work towards a better demand-supply balance over the medium-term. Pump prices of petroleum products have remained high. Reduction of excise duties and cesses and state level taxes could provide some relief to consumers on top of the recent easing of international crude prices. This could slow down the propagation of second-round effects. The impact of high international commodity prices and increased logistics costs are being felt across manufacturing and services. Finally, inflation expectations of urban households one year ahead showed a marginal increase than over the three months ahead horizon according to the Reserve Bank¡¯s March 2021 survey. Taking into consideration all these factors, CPI inflation is now projected as 5.0 per cent in Q4:2020-21; 5.2 per cent in Q1:2021-22, 5.2 per cent in Q2, 4.4 per cent in Q3 and 5.1 per cent in Q4, with risks broadly balanced (Chart 1).Turning to the growth outlook, rural demand remains buoyant and record agriculture production for 2020-21 bodes well for its resilience. Urban demand has been gaining strength on the back of normalisation of economic activity and should get a fillip with the ongoing vaccination drive. The fiscal stimulus from increased allocation for capital expenditure under the Union Budget 2021-22, expanded production-linked incentives (PLI) scheme and rising capacity utilisation (from 63.3 per cent in Q2 to 66.6 per cent in Q3:2020-21) should provide strong support to investment demand and exports. Firms engaged in manufacturing, services and infrastructure polled by the Reserve Bank in March 2021 were optimistic about a pick-up in demand and expansion in business activity into 2021-22. Consumer confidence, on the other hand, has dipped with the recent surge in COVID infections in some states imparting uncertainty to the outlook. Taking these factors into consideration, the projection of real GDP growth for 2021-22 is retained at 10.5 per cent consisting of 26.2 per cent in Q1, 8.3 per cent in Q2, 5.4 per cent in Q3 and 6.2 per cent in Q4 (Chart 2).The MPC notes that the supply side pressures on inflation could persist. It also notes that demand-side pull remains moderate. While cost-push pressures have risen, they could be partially offset with the normalisation of global supply chains. On imported inflation from global commodity prices, urgent concerted and coordinated policy actions by Centre and States can mitigate domestic input costs such as taxes on petrol and diesel and high retail margins. The renewed jump in COVID-19 infections in certain parts of the country and the associated localised lockdowns could dampen the demand for contact-intensive services, restrain growth impulses and prolong the return to normalcy. In such an environment, continued policy support remains necessary. Taking these developments into consideration, the MPC decided to continue with the accommodative stance as long as necessary to sustain growth on a durable basis and continue to mitigate the impact of COVID-19 on the economy, while ensuring that inflation remains within the target going forward.All members of the MPC _ Dr. Shashanka Bhide, Dr. Ashima Goyal, Prof. Jayanth R. Varma, Dr. Mridul K. Saggar, Dr. Michael Debabrata Patra and Shri Shaktikanta Das _ unanimously voted for keeping the policy repo rate unchanged. Furthermore, all members of the MPC voted to continue with the accommodative stance as long as necessary to sustain growth on a durable basis and continue to mitigate the impact of COVID-19 on the economy, while ensuring that inflation remains within the target going forward."
wildfires,"Hundreds of people were forced to flee their homes after a wildfire broke out in the Texas panhandle.
The fire started around 4 p.m. Sunday (5 p.m. ET) near Fritch in Hutchinson County. It destroyed more than 100 homes and continued to rage into the night despite being 75 per cent contained by firefighters.
""We have more than 100 homes confirmed destroyed but we won't know how many have actually been burned until it gets light,"" Fritch Police Chief Monty Leggett told NBC News at 4:30 a.m. local time on Monday (5:30 a.m. ET)
Leggett said that between 300 and 400 people had been forced to leave their houses in the surrounding area of Fritch and an unknown number were without power. Officials had considered evacuating the 2,100-population city itself but decided late Sunday it was not necessary.
There were no deaths or injuries related to the blaze, the police chief added.
Every fire department in Hutchinson County was called to the blaze and people were evacuated to at least three schools and churches being used for shelter across the area.
""Words cannot express the sadness and fear you have for the people’s homes, belongings and lives,"" Vicki Bybee, one of the evacuees, told the Amarillo Globe News.
The blaze had consumed more than 1,500 acres and around 100 emergency service personnel were on the ground battling to contain it as of 4:30 a.m. local time. The Texas Forestry Service was scheduled to assist the effort with water drops from two aircraft on Monday, Leggett added."
Typhoon,"There has been a lull in tropical activity around the globe for the beginning of September, with most of the activity occurring in the Atlantic. Fortunately, none of these storms have developed to become monster storms that threatened large areas of land. For now, the main focus is across the western North Pacific Ocean where a super typhoon has its eyes set for parts of South Korea and the Japanese island of Okinawa. The good news about Super Typhoon Sanba is that it will likely gradually weaken as it pushes to the north. However, the storm will likely pack a punch across South Korea.
Sanba, which was the 17th tropical depression to form in the western North Pacific Ocean developed on September 11, 2012. Within two days, Sanba hit ideal conditions to strengthen into a Category 5 hurricane, which we call a “Super Typhoon” in the western Pacific. “Super-typhoon” is a term utilized by the U.S. Joint Typhoon Warning Center for typhoons that reach maximum sustained 1-minute surface winds around 130 knots or 150 miles per hour. If you compare this to the Saffir-Simpson scale, it would be a very strong category 4 or 5 hurricane in the Atlantic basin. Yesterday, Sanba moved over very warm waters and was able to develop maximum sustained winds of 175 mph with gusts approximately around 200 mph. Just as a reference to give you an idea how strong Sanba truly is, an EF-4 tornado has sustained winds around 168-199 mph. Fortunately, systems that gain such a large increase in strength tend to weaken and undergoes an eye wall replacement cycle. Once a new eye forms, it could intensify again (assuming conditions remain favorable)."
valcano eruption,"St. Vincent Volcano Eruption: What We Know About the Caribbean Disaster The La Soufrière volcano on the Caribbean island of St. Vincent began a series of explosive eruptions on April 9, sending clouds of hot ash some 20,000 feet into the air, blanketing much of the island in ash and causing water and electricity outages. The eruptions at the 3,864-foot volcano have continued nearly every day since. On Wednesday, April 14, a fresh eruption sent clouds of ash into the sky and superheated clouds of gas, ash and rock speeding down the hillsides, island officials said."
