label,content
earthquake,"A massive earthquake of 6.4 magnitude hit Assam on Wednesday morning, causing widespread damage in the Northeast state, officials said.
Tremors were felt in the entire region, including neighbouring Meghalaya and northern parts of West Bengal, they said.
The earthquake hit Sonitpur district at 7.51 am, they added.
It was followed by two more jerks of 4.3 and 4.4 magnitudes at 7.58 am and 8.01 am, respectively.Most parts of the region felt the impact of the massive earthquake as people ran out of their homes and other places in panic.
Many buildings in Tezpur, the district headquarters of Sonitpur, Guwahati and other places developed cracks.
Detailed reports are awaited regarding casualty."
earthquake,"After the earthquake of 6.4 magnitude on the Richter scale on Wednesday, Assam's Sonitpur was struck by six tremors on Thursday.
An earthquake of magnitude 2.7 on the Richter scale struck Assam's Sonitpur in the early hours of Thursday morning, said the National Center for Seismology (NCS). This is the sixth earthquake that occurred in Sonitpur on Thursday after 12.00 am.
According to the NCS, the quake occurred at 2:38 am. The epicentre of the earthquake was 38 kilometres West-Northwest of Tezpur at a depth of 11 kilometres.
Earlier today, earthquakes of magnitude 2.6, 2.9, 4.6, 2.7, and 2.3 on the Richter Scale had hit Sonitpur at 12.24 am, 1.10 am, 1.20 am, 1.41 am and 1.52 am respectively.
Prior to that on Wednesday, around 10 earthquakes had hit the Sonitpur throughout the day. The most severe among them was an earthquake of magnitude 6.4 on the Richter scale that struck Sonitpur on Wednesday morning.
According to the National Center for Seismology, the area is seismically very active falling in the highest Seismic Hazard zone V associated with collisional tectonics where Indian plate subducts beneath the Eurasian Plate.
""The historical and instrumentally recorded earthquake data (NCS catalogue) reveals that the region is affected by moderate to large earthquakes and the most prominent events among those are the July 29, 1960, Assam earthquake of magnitude 6.0,"" said NCS in a release."
earthquake,"A magnitude 5.9 earthquake has struck southwestern Iran along the Persian Gulf.
There were no immediate reports of damage or injuries from the temblor Sunday.
Iranian state television alerted on its broadcast, saying it was a 5.9 magnitude. A second aftershock quake of 4.5 magnitude followed it.
The US Geological Survey called it a 5.8 magnitude earthquake, located at the port city of Bandar Genaveh. It described its depth at 10 kilometers (6.2 miles).
A magnitude 5 earthquake can cause considerable damage. Such shallow earthquakes as Sunday's also have broader damage.
That's some 100 kilometers (60 miles) from Iran's Bushehr nuclear power plant.
Iran is on major seismic faults and experiences one earthquake a day on average. In 2003, a magnitude 6.6 earthquake flattened the historic city of Bam, killing 26,000 people.
A magnitude 7 earthquake that struck western Iran in 2017 killed more than 600 people and injured more than 9,000."
earthquake,"NEW DELHI: Indian authorities on Saturday said there were no initial reports of critical damage to buildings and infrastructure, or casualties, in its northern states after intense tremors from a quake in the central Asian nation of Tajikistan on Friday night.
The U.S Geological Survey put the quake's magnitude at 5.9 and centred 35 km (55 miles) west of Tajikistan in central Asia.
As people prepared to go to sleep on Friday strong tremors were felt by residents in the northe .
No casualties have been reported so far, he said, adding that the tremors lasted for a long time and could have damaged some parts of residential and public properties.
Fire authorities said there were reports of superficial damage to buildings from the quake, which forced tens of thousands of people outside their homes in India's Jammu and Kashmir, Punjab and New Delhi.
"
earthquake,"Champhai (Mizoram): An earthquake of a magnitude 3.1 on the Richter scale hit the Champhai of Arunachal Pradesh on Thursday night, said the National Centre for Seismology (NCS).
According to the NCS, the quake took place at 12.45 am.
""Earthquake of Magnitude:3.1, Occurred on 11-02-2021, 00:45:51 IST, Lat: 23.70 and Long: 93.10, Depth: 30 Km, Location: Champhai Mizoram, India,"" the NCS said.
Earlier on Tuesday, an earthquake of a magnitude 2.3 on the Richter scale had hit the West Kameng district of the state.
"
earthquake,"An earthquake of 4.1 magnitude hit north Bengal on Tuesday morning, data from the National Center for Seismology showed.
The earthquake, the second to hit the region in less than 12 hours, occurred around 7 am, with the epicenter 64 km east of Siliguri. The depth was 10 km.
No damage or losses has been reported so far, officials said.
Tremors were felt across the north Bengal districts of Jalpaiguri, Alipurduar and Darjeeling. The impact was also felt in parts of Sikkim.
On Monday night, an earthquake of 5.4 magnitude hit Sikkim with tremors being also felt in the states of Assam, West Bengal and Bihar.
The quake occurred at 8.49 pm at a depth of 10 km near the India-Bhutan border."
earthquake,"A strong earthquake killed at least six people and damaged buildings on Indonesia's main island of Java and shook the tourist hotspot of Bali, officials said Saturday. No tsunami warnings were posted.
The U.S. Geological Survey said the magnitude 6.0 quake struck off the island's southern coast at 2:00 p.m. local time (0700 GMT). It was centered 45 kilometers (28 miles) south of Sumberpucung town of Malang District in East Java province, at a depth of 82 kilometers (51 miles).
Rahmat Triyono, the head of Indonesia's earthquake and tsunami center, said in a statement the undersea earthquake did not have the potential to cause a tsunami. Still, he urged people to stay away from slopes of soil or rocks that have the potential for landslides.
Falling rocks killed a woman on a motorcycle and badly injured her husband in East Java's Lumajang district, said Raditya Jati, spokesperson for the National Disaster Mitigation Agency.
He said dozens of homes were damaged across the district, and rescuers had retrieved two bodies from the rubble of collapsed homes in the district's Kali Uling village. Two people were also confirmed killed in an area bordering Lumajang and Malang districts, while one person found dead under rubble in Malang.
Television reports showed people running in panic from malls and buildings in several cities in East Java province
Indonesia's search and rescue agency released videos and photos of damaged houses and buildings, including a ceiling at a hospital in Blitar, a city neighboring Malang. Authorities were still collecting information about the full scale of casualties and damage in the affected areas.
It was the second deadly disaster to hit Indonesia this week. On Sunday, a downpour triggered by Tropical Cyclone Seroja killed at least 165 people and damaged thousands of houses. Some were buried in either mudslides or solidified lava from a volcanic eruption in November, while others were swept away by flash flooding.
Indonesia, a vast archipelago of 270 million people, is frequently struck by earthquakes, volcanic eruptions and tsunamis because of its location on the ""Ring of Fire,"" an arc of volcanoes and fault lines in the Pacific Basin.
In January, a magnitude 6.2 earthquake killed at least 105 people and injured nearly 6,500, while more than 92,000 displaced, after striking Mamuju and Majene districts in West Sulawesi province."
earthquake,"An earthquake of magnitude 4.0 was reported near Uttarakhand’s Pithoragarh on Friday, as per the National Center for Seismology.
The quake struck around 4:38 pm with its epicenter thought to be 33 km north-northeast of Pithoragarh, the agency added. There are no reports of any damage to life or property so far.
Uttarakhand is still reeling under the recent glacier disaster in the Chamoli district that triggered flash floods, causing over 60 deaths and massive damage to property.
More details are awaited"
earthquake,"An earthquake of 5.4 magnitude hit Sikkim on Monday night, the National Centre for Seismology said, with tremors being also felt in the eastern states of Assam, West Bengal and Bihar.
The quake occurred at 8.49 PM at a depth of 10 kilometres near the India-Bhutan border, the NCS said.
In Sikkim, panic-stricken people rushed out of their houses. There was no immediate report of any major damage.
Prime Minister Narendra Modi spoke to the chief ministers of Sikkiam, Bihar and Assam and took stock of the situation in eastern India following the quake, government sources said.
""PM Narendra Modi is taking stock of the damage due to the earthquake. He is speaking to chief ministers of all 4 affected states and has already spoken to the CMs of Bihar, Assam and Sikkim,"" the sources said.
West Bengal Governor Jagdeep Dhankhar said that he called up Chief Minister Mamata Banerjee and enquired about her well-being as she is in Siliguri, where the tremors were felt.
""Had telephone conversation @MamataOfficial to enquire her well-being as Earthquake Tremors Felt In North Bengal. Hon'ble CM is at Siliguri presently. Relieved to learn all well at her end,"" he tweeted.
The Himalayas are prone to earthquakes and are known for high-seismic activity."
earthquake,"A magnitude 5.9 earthquake off Indonesia's Java island on Saturday killed one person and damaged buildings in several cities, media reports said.
The quake was felt in cities and towns across East Java, home to 40.7 million people, and nearby provinces, including the resort island of Bali, Indonesian media reported.
One person died in Lumajang after being hit by a falling boulder, news website Detik.com said, citing a town disaster official.
There had been aftershocks but there was no risk of tsunami, Indonesian geophysics agency BMKG said.
Reports of damage included parliamentary buildings, a school, a hospital and houses in several cities, while a large gorilla statue in an amusement park in the town of Batu lost its head.
The national disaster agency said authorities were still taking stock of the damage.
The quake struck in the Indian Ocean 91 km (57 miles) off the southern coast of East Java. It had a magnitude of 5.9 at a depth of 96 km, the European-Mediterranean Seismological Centre said, after initially saying the magnitude was 6.8.
Video shared by social media users showed people running out of a shopping mall in Malang city amid the strong tremor.
""I felt the earthquake twice, the first time for two seconds and then it stopped, but then it shook again for five seconds,"" Edo Afizal, a receptionist at a hotel in Blitar, told Reuters by phone.
Indonesia was struck last week by tropical cyclone Seroja, which triggered landslides and flash floods killing more than 160 people on islands in East Nusa Tenggara province.
Straddling the so-called Pacific Ring of Fire, Indonesia is regularly hit by earthquakes. A magnitude 6.2 quake that struck Sulawesi island in January killed more than 100 people."
earthquake,"An earthquake measuring a preliminary magnitude of 6.0 struck Thursday in waters off the south coast of Panama, according to the U.S. Geological Survey.
The quake was recorded around 9:42 GMT Thursday at a depth of 10 kilometers (6.2 miles) under the northern Pacific Ocean, some 150 kilometers (93 miles) southeast of Punta de Burica, Panama.
The USGS said little or no population was exposed to the quake. No tsunami warning has been issued.
No other details were immediately available."
earthquake,"A 6.8-magnitude earthquake struck off Japan's northeastern coast on Saturday, authorities said, but no tsunami warning was issued and there were no immediate reports of damage.
The United States Geological Survey (USGS) said the mid-morning quake hit at a depth of 47 kilometres (29 miles) in the Pacific, off Ishinomaki in Miyagi prefecture -- near the epicentre of a huge 2011 quake which triggered a towering tsunami, killing more than 18,000 people.
Japan's meteorological agency said there was no tsunami risk following Saturday's jolt, which produced strong shaking along parts of the eastern coast and was also felt in Tokyo.
""We are still collecting information but have not received any reports of injuries or damage,"" local government spokesman Tomoki Sawata told AFP, calling the quake ""fairly strong"".
Local railway firms suspended services, including of shinkansen bullet trains, public broadcaster NHK said, while elevators stopped in some buildings in Miyagi.
Fukushima nuclear plant operator TEPCO said the facility, which melted down in the wake of the 2011 tsunami, did not show any abnormalities after the latest jolt.
""Operations are under way as usual,"" TEPCO spokesman Koichiro Shiraki told AFP.
Japan sits on the Pacific ""Ring of Fire"", an arc of intense seismic activity that stretches through Southeast Asia and across the Pacific basin.
The country is regularly hit by quakes, and has strict construction regulations intended to ensure buildings can withstand strong tremors.
In March, a strong 7.2-magnitude earthquake struck off the northeastern coast. Japan's authorities issued a tsunami advisory but there was no damage on the coastline.
The region was also shaken by another strong quake in February that injured dozens. Meteorologists said it was an aftershock of the 2011 quake."
earthquake,"A severe 7.2 magnitude earthquake struck off the east of New Zealand's North Island on Friday, prompting a tsunami warning, and authorities advised people in some coastal areas to move immediately to high ground.
There were no immediate reports of damage, but the National Emergency Management Agency (NEMA) said there was land and marine threat in some areas of the east coast of North Island.
""Coastal inundation (flooding of land areas) is expected in areas under Land and Marine threat,"" NEMA said in a tweet.
The closest major city to the epicentre is Gisborne with a population of about 35,500. People near the coast from Cape Runaway to Tolaga Bay were told to evacuate.
Authorities said the first waves may have already reached areas around East Cape from Cape Runaway to Tolaga Bay at about 3:34 a.m. local time.
They said tsunami activity will continue for several hours and the threat must be regarded as real until the warning is cancelled.
""Hope everyone is ok out there - especially on the East Coast who would have felt the full force of that earthquake,"" Prime Minister Jacinda Ardern posted on Instagram.
There was no tsunami threat to the capital Wellington and other regions, but civil defence authorities asked residents across the country to stay away from beaches and marine areas as there could be strong and unusual currents.
The New Zealand government's seismic monitor Geonet pegged the quake at a magnitude of 7.2 with a depth of 94 km (58 miles).
More than 60,000 people reported feeling the quake on GeoNet's website, with 282 describing the shaking as ""severe"" and 75 saying it was ""extreme"". Most others described it as light.
Aftershocks were still being recorded in the area."
earthquake,"A magnitude 5.6 earthquake struck southwest Iran near the town of Sisakht on Wednesday evening and at least 10 people were injured, state television said.
""People in Sisakht and the town of Yasuj left their homes in panic. Water and electricity have been cut off in Sisakht,"" a local official in the province of Kohgiluyeh and Boyer Ahmad told the TV.
""Rescue teams and ambulances have been dispatched to the area...So far 10 people have been injured.""
The state news agency IRNA said the quake, felt in several cities and towns in the region, struck at a depth of 10 km (6 miles) at 10:05 p.m. local time (1835 GMT).
""There are still no reports of fatalities,"" IRNA said.
Iran is crisscrossed by major geological fault lines and has suffered several devastating earthquakes in recent years."
earthquake,"A strong 7.3-magnitude earthquake struck off Japan's east coast late Saturday, rattling the region hit by the powerful 2011 quake, tsunami and nuclear meltdown just weeks before the disaster's 10th anniversary.
The quake produced powerful shaking along parts of Japan's eastern coast, and was felt strongly in Tokyo, but triggered no tsunami alert.
Kyodo news agency reported at least 30 people injured, but gave no further details.
There were no immediate reports of significant damage, though local news broadcast images of a landslide on a highway.
Japan's meteorological agency said the quake hit at 11:08 pm (1408 GMT) at a depth of 60 kilometres (37 miles) in the Pacific off Fukushima -- near the epicentre of the 2011 killer quake which triggered a towering tsunami and killed more than 18,000 people.
The agency initially reported the strength of the quake as 7.1, but later revised the figure upwards. It said the quake was considered an aftershock of the massive 2011 temblor.
Aftershocks continued to rattle the region in the hours afterwards and officials cautioned local residents to be vigilant. A handful of people were reported to have sought shelter at evacuation centres.
""We are working quickly to collect information but we still have no details to announce. There were some unconfirmed reports about landslides but we are still checking,"" Mikihiro Meguro, an official from the Fukushima prefectural government, told AFP.
Around 950,000 homes lost power throughout the affected region, but no abnormalities were reported at the Fukushima nuclear plant, which melted down in the wake of the 2011 tsunami.
Prime Minister Yoshihide Suga was called to his office, and broadcaster NHK said the government would set up a special liaison office to coordinate with affected regions.
""All messed up""
Chief Cabinet Secretary Katsunobu Kato addressed reporters after midnight and said evaluations were under way.
""As far as damage, casualties and structural damage are being assessed,"" he said, adding that sections of the bullet train had been suspended due to power outages.
""Surveys are being done at Fukushima Daiichi nuclear plant,"" he said.
""We have received reports that Onagawa nuclear plant and Fukushima Daichi nuclear plant are not showing any abnormality,"" he added.
Images posted online showed broken glass at a shop and items spilled off the shelves at a supermarket.
Renowned author Yu Miri, who lives in Fukushima's Minamisoma city, tweeted a photo of her home, showing books, potted plants and other belongings strewn across the floor.
""My house in Odaka, Minamisoma city is all messed up,"" she wrote.
""I hear the ground rumbling. And another quake,"" she tweeted about an aftershock.
Aerial footage broadcast by NHK showed a hillside that collapsed onto a highway in Fukushima region, severing the road. It was not immediately clear if anyone was hurt.
The US Geological Survey registered the quake at a revised magnitude of 7.1 with a depth of 51 kilometers.
Japan sits on the Pacific ""Ring of Fire"", an arc of intense seismic activity that stretches through Southeast Asia and across the Pacific basin.
The country is regularly hit by quakes, and has strict construction regulations intended to ensure buildings can withstand strong tremors."
earthquake,"A powerful earthquake of magnitude 6.3 struck in Tajikistan on Friday with tremors felt across North India and Delhi, prompting people to rush out of their homes.
The epicentre of the earthquake was in Tajikistan - about 450 km from Srinagar in Jammu and Kashmir, according to India's National Center for Seismology.
The earthquake struck at 10:31 pm IST at a depth of 74 km from the surface.
Strong tremors were felt in Delhi and surrounding areas for several seconds.
""Earthquake tremors felt in Delhi. Praying for everyone's safety,"" Delhi Chief Minister Arvind Kejriwal tweeted.
There was no immediate report of any damage to life or property.
Strong tremors were also felt in Amritsar and Punjab Chief Minister Amarinder Singh's spokesperson said he spoke to the police commissioner."
earthquake,"A 6.2-magnitude earthquake struck off the coast of Indonesia's Sumatra Island Wednesday, the US Geological Survey said, but there was no tsunami warning or immediate reports of damage.
The strong offshore quake hit about 217 kilometres south-southwest of the city of Bengkulu at a shallow depth of 10 kilometres at 7:52 pm local time (1252 GMT).
Shallow quakes tend to cause more damage than deep ones.
The Southeast Asian archipelago experiences frequent seismic and volcanic activity due to its position on the Pacific ""Ring of Fire"", where tectonic plates collide.
More than 100 people were killed when a 6.2-magnitude quake rocked the small city of Mamuju on Sulawesi island last month.
In 2018, a 7.5-magnitude quake and subsequent tsunami on Sulawesi island left more than 4,300 people dead or missing.
A devastating 9.1-magnitude quake struck off the coast of Sumatra in 2004, triggering a tsunami that killed 220,000 throughout the region, including around 170,000 in Indonesia -- one of the deadliest natural disasters in recorded history."
earthquake,"A strong earthquake with 6.3 magnitude struck the southern province of Davao del Sur in the Philippines on Sunday, with damage and aftershocks expected, the country's seismology agency said.
The earthquake was initially recorded at magnitude 6 at a depth of 10 km (6.2 miles), the GFZ German Research Center for Geosciences earlier said.
The Philippines Institute of Volcanology and Seismology (Philvolcs) said it recorded the depth at 15 km, adding that the earthquake was tectonic.
The Southeast Asian country is on the geologically active Pacific Ring of Fire and experiences frequent earthquakes, particularly in the south."
earthquake," A 7.0-magnitude earthquake struck Saturday off the coast of Antarctica, with authorities issuing a tsunami warning for Chile's Eduardo Frei base on the frigid continent, emergency officials said.
The quake struck at 8:36 pm (2336 GMT) about 210 kilometers (130 miles) east of the base at a depth of 10 kilometers (6 miles), Chile's National Emergency Office (Onemi) said, urging evacuation from ""the beach area of the Antarctic"" ahead of a possible tsunami.
The Chilean Air Force's base is the country's largest in Antarctica, and includes a village, hospital, school, bank, post office and chapel.
The maximum population in summer is 150 people, and the average population in winter is 80.
An unrelated 5.9-magnitude earthquake struck near Santiago on Saturday night, but Onemi said no significant damage or impact was reported.
Chile is one of the most seismically active countries in the world. A 8.8-magniture temblor in the city of Concepcion on February 27, 2010 left more than 500 dead.
The country suffered the most powerful earthquake ever recorded 60 years ago -- measuring 9.6 magnitude -- in the city of Valdivia."
earthquake,"WELLINGTON, New Zealand -- One of the biggest earthquakes to hit the South Pacific in modern history forced thousands of people in New Zealand to evacuate and triggered tsunami warnings across the world Friday, but it did not appear to cause injuries or major damage because it struck in remote ocean.
The magnitude 8.1 quake was the largest in a series of tremors that hit the region over several hours, including two earlier quakes that registered magnitude 7.4 and magnitude 7.3.
The earthquakes triggered warning systems and caused traffic jams and some chaos in New Zealand as people scrambled to get to higher ground, but their remoteness meant they did not appear to pose a widespread threat to lives or infrastructure.
The largest quake struck about 1,000 kilometers (620 miles) off the coast of New Zealand. One of the earlier quakes hit much closer to New Zealand and awoke many people as they felt a long, rumbling shaking.
“Hope everyone is ok out there,” New Zealand Prime Minister Jacinda Ardern wrote on Facebook during the night.
After the largest quake, civil defense authorities in New Zealand told people in some coastal areas to immediately get to higher ground. They said a damaging tsunami was possible, and waves could reach up to 3 meters (10 feet).
Emergency Management Minister Kiri Allan told reporters that people had followed the advisory.
“They felt the long or strong earthquakes and they knew to grab their bag and head into the highlands,” she said. “I can only thank and acknowledge the tireless efforts of the men and women from up and down the coast who knew how to act, when to act, and what to do.”
She warned that the threat could remain throughout much of the afternoon and people should not return home until authorities gave the all-clear. Allan said evacuations took precedence over coronavirus distancing measures.
The U.S. Tsunami Warning System also cautioned the quake could cause tsunami waves of up to 3 meters (10 feet) in Vanuatu and up to 1 meter (3 feet) in Australia, Fiji, French Polynesia and as far away as Mexico and Peru.
The U.S. Geological Survey said it was centered near the remote Kermadec Islands at a depth of 19 kilometers (12 miles).
The agency said in a report that the quake occurred at the intersection of the Pacific and Australia tectonic plates and eclipsed the largest quake previously recorded in the region, a magnitude 8.0 in 1976.
It said the interaction between the plates creates one of the most seismically active regions in the world, and it has recorded 215 quakes there above magnitude 6.0 over the past century.
Jennifer Eccles, an earthquake expert at the University of Auckland, said the quake was at the top end of the scale for those involving only the Earth's ocean crust.
“This is about as big as it gets,” she said.
She said most quakes larger than magnitude 8.0 tend to occur when a section of more robust continental crust is involved.
The U.S. Geological Survey said the magnitude 7.4 quake was likely a “foreshock” that contributed to the larger quake but that the first quake that hit closer to New Zealand was too far away in time and distance to have directly contributed.
Officials in New Zealand had hours earlier issued a tsunami warning for coastal areas after the first quake struck off its northeastern coast at about 2:30 a.m. Friday. There were no immediate reports of serious damage or casualties, and the warning was lifted just before the largest quake hit.
The U.S. Geological Survey said the first quake was centered at a depth of 21 kilometers (13 miles) under the ocean about 174 kilometers (108 miles) northeast of the city of Gisborne.
It was widely felt in New Zealand, and residents in the major cities of Auckland, Wellington and Christchurch reported being shaken awake.
In 2011, a magnitude 6.3 quake hit the city of Christchurch, killing 185 people and destroying much of its downtown."
earthquake,"A powerful aftershock with magnitude 5.9 caused additional damage in central Greece Thursday, a day after an earthquake damaged hundreds of homes in the same area.
Authorities said some empty houses, which had been abandoned by their inhabitants after suffering damage Wednesday, collapsed but no injuries were reported.
According to the Athens Geodynamic Institute, the aftershock struck as night fell Thursday outside the central town of Elasona, some 365 kilometers (225 miles) northwest of the Greek capital.
Local authorities advised people in the area to remain outdoors for a second night.
“We are advising people not to return to their homes in the area near the epicenter,” said Efthymios Lekkas, head of the state-run Earthquake Planning and Protection Organization.
“This latest event came from a section of the faultline that we had not considered to be active. It surprised us.”
The army set up tents in the area Wednesday after a 6.0-magnitude earthquake jolted the region and was felt as far as Montenegro, some 500 kilometers (310 miles) to the north.
It caused no serious injuries, but scores of homes were damaged in several villages near Elasona."
earthquake,"An estimated magnitude 4.2 earthquake was recorded Friday in a rural area along Oklahoma's border with Kansas, according to the U.S. Geological Survey.
The earthquake was recorded at 7:56 a.m. near Manchester, a town of about 100 residents about 100 miles (161 kilometers) north of Oklahoma City, the USGS reported.
Grant County Commissioner Max Hess, whose district includes Manchester, said no injuries or damage were reported.
The rural area in northern Oklahoma is about 55 miles (89 kilometers) northwest of where a recent series of earthquakes were recorded. Geologists say those quakes were likely connected to the underground injection of wastewater that is produced by oil and gas companies.
In response to the quakes, the Oklahoma Corporation Commission ordered oil and gas operators to stop disposal of wastewater within 3 miles (5 kilometers) of the earthquake epicenters and to reduce disposal volumes within 3 to 10 miles (5 to 16 kilometers) of the epicenters."
earthquake," A series of aftershocks jolted central Croatia on Wednesday, a day after a 6.3-magnitude earthquake killed at least seven people, injured dozens and left several towns and villages in ruins.
Authorities warned that the coronavirus could spread in crowded shelters. Many people are in tents, their cars or military barracks.
The strongest, 4.7-magnitude tremor was recorded near the heavily damaged town of Petrinja, some 40 kilometers (25 miles) southeast of the capital, Zagreb.
Neven Pavkovic, a resident, said the aftershocks kept him awake: ""It was a rough night, I slept maybe half an hour.”
In the hard-hit village of Majske Poljane, where five people died, a little boy could be seen sleeping in a van on the chilly morning.
Sobbing villagers said they received blankets, food and other aid but don’t know what they will do next. Rain that fell overnight turned the dust from the rubble into mud, adding to the hardship.
“We can’t say ‘Good morning,’ It is not good,” Petrinja mayor Darinko Dumbovic told Croatian radio. “We had the third and fourth tremors this morning, short ones but strong. What hasn’t fallen off before is falling now from the ruins of Petrinja.”
“Fear has crept into people,"" he said.
Pope Francis prayed for the victims. At the end of his weekly audience, he said: ”I particularly pray for those who died and for their families.”
Prime Minister Andrej Plenkovic said the government will declare Saturday a day of national mourning. As the government abolished a travel ban between counties that was imposed during the holidays because of the coronavirus pandemic, Plenkovic appealed for respect for other measures.
“We are still fighting COVID-19, it wouldn’t be good to relax now,” Plenkovic said at a government session.
The International Committee of the Red Cross said it had deployed its Croatian staff in the quake-hit area, and warned of the possible spread of the coronavirus amid the emergency.
“Hundreds of people who were forced to leave their homes are accommodated in communal buildings and tents, while others are seeking shelter in different parts of the country, increasing the risk of transmission,"" a statement said.
Croatian officials said a 12-year-old girl died in Petrinja, a town of some 25,000 people. At least 26 people were hospitalized with injuries.
Tuesday's quake, the strongest in Croatia since the introduction of the modern seismic measurement system, was felt throughout the region, including neighboring Bosnia, Serbia and Slovenia.
The central Croatian region was also struck by a 5.2 earthquake on Monday."
Typhoon,"MANILA — Super Typhoon Goni, the world's most powerful storm in four years, crashed through the Philippines on Sunday, smashing buildings, toppling trees, and causing floods and mudslides. At least 10 people were reported dead as of Monday morning.
Peak winds were estimated at 195 mph early Sunday before Goni slammed into Catanduanes Island, home to more than 260,000 people. Those winds, equivalent to those of a strong Category 5 hurricane, made the storm comparable to Super Typhoon Haiyan, the catastrophic cyclone that devastated Tacloban City in the Philippines in 2013 and killed more than 6,000 people. The winds were similar to those of Typhoon Meranti, which struck the Philippines in 2016.
Goni landed in a country already reeling from two typhoons in the past two weeks, the coronavirus pandemic, a recession and a record unemployment rate this year."
Typhoon,"Typhoon Goni is barrelling across the Philippines, bringing with it ""catastrophic"" winds and rain.
At least 10 people have died amid reports of storm surges, flash floods, power outages and blown-off roofs.
Goni made landfall as a super typhoon at Catanduanes island on Sunday at 04:50 local time (19:50 GMT Saturday) packing winds of 225km/h (140mph).
It has since weakened, but is still wreaking damage across the main Luzon island, home to the capital Manila.
President Rodrigo Duterte is monitoring the disaster response from his home in Davao city, a presidential spokesman said.
Mark Timbal of the Philippines' national disaster agency said that 19 million people may have been affected by the path of Goni. ""This 19 million already includes the populations in danger zones for landslides, flooding, storm surges and even a lava flow,"" he told the BBC."
Typhoon,"On 1 November 2020, Typhoon Goni made landfall as a super typhoon (Category 5) over Catanduanes with maximum sustained winds of 225 kilometers per hour and gusts of up to 280 kilometers per hour. Its the Philippines’ nineteenth named storm for year 2020. Typhoon Goni is considered as the strongest landfalling tropical cyclone in world recorded history.
At its peak strength on landfall on Catanduanes and Albay, Super Typhoon Goni caused widespread damage to high-risk structures and almost total damage to structures made of light materials in the highly exposed coastal areas. Many roof failures were observed in houses and industrial buildings. Electrical power distribution and communication services were severely disrupted. Water systems were severely damaged. Agriculture and livelihoods were severely affected. In one area, on the slopes, of Mayon Volcano there was a lahar flow that caused the near total destruction of one village."
Typhoon,"Hong Kong may have to brace for a typhoon slamming its large container port this weekend.
A cluster of thunderstorms over the Philippines has the potential to become a typhoon during the next couple of days. This would be the second named storm of the 2020 Pacific typhoon season. The first was Typhoon Vongfong, known as Typhoon Ambo in the Philippines, which hit that island nation in May. The season runs throughout the year, but most Pacific typhoons develop from May through October.
This storm, which would be named Typhoon Nuri, will likely track over the northern Philippines on Friday, June 12, moving into southeastern China over the weekend. The projected track takes the storm close to Hong Kong on Sunday, June 14.
The potential typhoon could delay various services, from container cargo to cruises and public transportation.
Hong Kong is one of the busiest container ports in the world, according to the Hong Kong Maritime and Port Board website. It handled 18.3 million twenty-foot equivalent units (TEUs) of containers in 2019, and provided about 300 container liner services per week connecting to around 420 destinations worldwide.The Port of Hong Kong is also home to cruise liners and government fleets, and it operates ferries between Hong Kong and mainland China."
Typhoon,"Typhoon Nuri weakened to a severe tropical storm as it landed in Hong Kong on Friday, bringing strong winds and rainfall but inflicting little damage.
No major destruction was reported, unlike in the Philippines, where Nuri killed seven people and triggered landslides and floods in the north.
But with Nuri landing in Hong Kong late Friday afternoon, the Hong Kong Observatory said it had weakened from a typhoon to a severe tropical storm. By late Friday night, the storm was headed northwest toward the southern Chinese city Guangzhou.
In Hong Kong, a man went missing while swimming off a local beach and 11 people were injured during the storm, with three in serious condition, the government said in a statement.
There also were reports of toppled trees, collapsed walls and scaffoldings.
The Hong Kong Observatory issued its second-highest tropical cyclone warning.
Flights, bus and ferry services were canceled, and offices, schools and financial markets were closed. At least 388 passenger flights were either canceled or delayed and another 15 diverted, the government said in a statement.
Officials have evacuated 87,000 people and recalled more than 45,000 vessels in the southern Chinese province of Guangdong, the official Xinhua News Agency reported.
The bad weather didn't affect the Olympic equestrian competition, which finished late Thursday."
Typhoon,"Typhoon Nuri lashed Hong Kong with heavy rain and strong winds sparking major flight delays, disruption to public transport and a halt to trade on the city's financial markets.
Many offices in the southern Chinese territory were closed, and ferry services suspended as meteorologists issued the level-eight storm signal, signifying the likelihood of gale-force winds.
At 11:00 am, the typhoon was centred about 100 kilometres (60 miles) east-southeast of Hong Kong and was moving towards the city at a speed of about 14 kilometres an hour.
""Nuri will be rather close to Hong Kong this afternoon and ON Friday night with a chance of a direct hit,"" a spokesman for the Hong Kong Observatory said.
Hong Kong airline Cathay Pacific and its sister company Dragonair announced that all flights would be cancelled for 12 hours starting at 2:00 pm (0600 GMT).
Organisers of the Olympic equestrian events staged in the city breathed a sigh of relief, as the competition ended Thursday with the show-jumping final."
