label,content
wildfires,"Experts fear that a sharp drought and ongoing deforestation could trigger a repeat of the large fires of August 2019. Government efforts implemented in May to stop fires don’t appear to have been effective.
The number of forest fires in Brazil's Amazon rainforest increased 28% in July in comparison to last year, the country's National Institute for Space Research reported Saturday.
Brazil holds around 60% of the Amazon basin region and environmentalists say this area is vital to containing the impact of climate change.
The state agency recorded 6,803 fires in the Amazon last month, compared to 5,318 in the same month of 2019.
Environmentalists were alarmed by the figure, particularly because August traditionally marks the beginning of the fire season in the region. Many now fear that a repeat of the large surge in fires that devastated the area last August could occur this year again.
 ""More than 1,000 fires in a single day is a 15-year record and shows the government's strategy of media-spectacle operations is not working on the ground,"" Greenpeace spokesman Romulo Batista said in a statement.
The fires have been largely set to clear land illegally for farming, ranching and mining. Activists accuse Brazilian President Jair Bolsonaro of encouraging the deforestation, as he has been in favor of opening up the rainforest to agriculture and industry.
The first six months of 2020 were already the worst on record for deforestation in the Brazilian Amazon, with 3,069 square kilometers (1,185 square miles) cleared, according to INPE data, an area larger than the nation of Luxembourg."
wildfires,"How much do you really know about wildfires in California? The Western U.S. is enduring an unprecedented fire year, and one thing's clear: the fires we face today are different from the fires of the 19th and 20th Centuries.
From public health in the smoke plume to remote-controlled hobby aircraft interfering with firefighting efforts to instant access to information via social media, life in fire country is ever changing.
Here are ten important facts about wildfires in the Golden State. How many did you know?
There are two distinct wildfire seasons in California: ones driven by Santa Ana winds (usually October to April) and ones generally exacerbated by heat in the summer months (usually June to September). Santa Ana fires spread more quickly, while non-Santa Ana fires spread more slowly and are considered less intense, though they can burn longer.
Climate change will probably worsen wildfires, but wildfires can also make climate change worse. When undisturbed, forests and wildlands capture and store millions of tons of carbon from the atmosphere in California; wildfires release carbon back into the atmosphere, exacerbating climate change. An April 2015 study by the National Park Service and UC Berkeley, published in Forest Ecology and Management, showed that five to seven percent of carbon emissions between 2001 and 2010 came from wildfires.
Look forward to more burned-over landscapes in California. A September 2015 paper published in Environmental Research Letters by scientists from the University of California predicts that California land burned by wildfires will increase in the coming decades. By comparing temperature, wind, and relative humidity in the present climate with projections from five different global climate models, they are able to project that area burned by Santa Ana fires will increase by 64 percent; and the area burned by non-Santa Ana fires will increase by 77 percent. Factors that point to this increase: an increase in more intense Santa Ana winds and an increase in temperatures, both due to climate change."
wildfires,"A fast-moving wildfire in Washington state has left nearly 3,000 acres scorched and forced thousands of residents from their homes.
So far, more than 24 homes have been destroyed.
""We've got hundreds of homes under evacuation notices,"" Rich Magnussen of the Chelan County Emergency Management Office told ABC News affiliate KOMO-TV.
Fire officials overnight declared a Level 3 evacuation, going door-to-door telling residents to leave.
""I thought I'd get there and it'd be like, smoky,"" resident Christie Adams said. ""Our backyard was on fire.""
In Wenatchee, burning embers from the so-called Sleepy Hollow Fire helped set local downtown businesses ablaze. At one wholesale plant, flames mixed with propane tanks created dangerous explosions.
""We could see embers just flying,"" said Albert Rookard, who watched the fire from the other side of the Wenatchee River. ""There was fire in so many places.""
Fire officials said the combination of rain this morning with dying winds had helped tame the fires in the hills. The fires in the downtown and residential areas remained active. An industrial fire in downtown Wenatchee continued to shoot thick, black smoke as officials issued an ammonia leak, warning residents to shelter in place.
A red-flag warning remained in effect till 8 p.m. today, though the fires on the hills appeared to be out.
Dominick Bonny, who watched the wildfire from across the Wenatchee River as well, called the scene ""mind-blowing.""
""It was like we were watching a natural disaster within arm's reach,"" Bonny said. ""We watched the entire hill burn.""
Two firefighters were treated for smoke inhalation and another two, for heat-related issues. One firefighter had to be sent to a hospital.
The cause of the fire was still unknown."
Typhoon,"There has been a lull in tropical activity around the globe for the beginning of September, with most of the activity occurring in the Atlantic. Fortunately, none of these storms have developed to become monster storms that threatened large areas of land. For now, the main focus is across the western North Pacific Ocean where a super typhoon has its eyes set for parts of South Korea and the Japanese island of Okinawa. The good news about Super Typhoon Sanba is that it will likely gradually weaken as it pushes to the north. However, the storm will likely pack a punch across South Korea.
Sanba, which was the 17th tropical depression to form in the western North Pacific Ocean developed on September 11, 2012. Within two days, Sanba hit ideal conditions to strengthen into a Category 5 hurricane, which we call a “Super Typhoon” in the western Pacific. “Super-typhoon” is a term utilized by the U.S. Joint Typhoon Warning Center for typhoons that reach maximum sustained 1-minute surface winds around 130 knots or 150 miles per hour. If you compare this to the Saffir-Simpson scale, it would be a very strong category 4 or 5 hurricane in the Atlantic basin. Yesterday, Sanba moved over very warm waters and was able to develop maximum sustained winds of 175 mph with gusts approximately around 200 mph. Just as a reference to give you an idea how strong Sanba truly is, an EF-4 tornado has sustained winds around 168-199 mph. Fortunately, systems that gain such a large increase in strength tend to weaken and undergoes an eye wall replacement cycle. Once a new eye forms, it could intensify again (assuming conditions remain favorable)."
Typhoon,"Dolly, the fourth named storm of the hurricane season, forms off the Northeast coast (CNN)What was once Subtropical Depression Four strengthened into Tropical Storm Dolly on Tuesday. This makes it the fourth named storm of an already busy Atlantic Hurricane season. ""The wind field has contracted to make Dolly no longer a subtropical system,"" says CNN meteorologist Dave Hennen.Satellite-derived wind data shows that the storm has strengthened to 45 mph, the National Hurricane Center said in a special update. This is the third time this decade a ""D"" named storm has formed this early in the Atlantic, says CNN meteorologist Taylor Ward. ""Dolly has formed in the North Atlantic -- the 3rd earliest 4th Atlantic named storm formation on record (since 1851),"" tweeted Colorado State University research scientist Phil Klotzbach."
Typhoon,"A powerful typhoon that hit the Kinki and Shikoku regions passed into the Sea of Japan Sunday after leaving at least 20 people dead and 55 missing in six prefectures.
The dead included 12 in Wakayama Prefecture and three more in Nara Prefecture.
The figures could rise when rescue efforts — disrupted by damaged roads and other factors in some typhoon-hit areas, mainly in the Kii Peninsula of Wakayama Prefecture — resume, local authorities said.
Typhoon Talas had crossed Okayama and Tottori prefectures by Sunday afternoon, moving into the Sea of Japan.
But the Meteorological Agency still called for vigilance, noting the slow-moving typhoon could bring heavy rains to western Japan, possibly causing more mudslides and flooding.
In four towns in Wakayama, including Nachikatsuura and Shingu, more than 3,600 people in 37 areas had been cut off in isolated pockets of the prefecture as of Sunday night, it was learned."
other,"Novak Djokovic's hopes of winning a 'Golden Slam' are over after he lost to Alexander Zverev in the Olympic tennis semi-finals.

Serb Djokovic, the world number one, was bidding to become the first man to win all four Grand Slam titles and an Olympic gold medal in the same year.

But German Zverev, 24, came from a set down to win 1-6 6-3 6-1 at the Ariake Tennis Park in Tokyo.

The fourth seed will meet Russian Karen Khachanov in Sunday's final.

World number 25 and 12th seed Khachanov beat Spain's Pablo Carreno Busta 6-3 6-3 earlier on Friday.

""I feel terrible,"" said Djokovic, who refused to blame the incredibly humid conditions.

""It's just sport. He played better. You've got to give him credit for turning the match around. He served extremely well. I was not getting too many looks at the second serve.

""My serve just drastically dropped. I didn't get any free points from 3-2 up in the second. My game fell apart."""
Typhoon,"Tropical storm Cristobal a possible landfall threat to Gulf coast Tropical storm Cristobal has formed in the Bay of Campeche as the third named storm of the 2020 Atlantic hurricane season. Cristobal is forecast to head into the Gulf of Mexico, with a course towards the United States Gulf Coast and a landfall as a strengthening tropical storm, or perhaps even as hurricane Cristobal, now seen as a possibility. Updated 07:00 BTS Jun 3rd: Tropical storm Cristobal has formed out of a low pressure remnant that formed after a Pacific tropical storm named Amanda crossed over Central American country of Guatemala and crossed Mexico. Once the low pressure remnant emerged over the Bay of Campeche it became a tropical depression and then was soon upgraded to tropical storm Cristobal. Tropical storm Cristobal is currently packing 60 mph sustained winds and higher gusts, with minimum central pressure of 994 mb. Having spent recent hours circling close to the Mexican coastline, Cristobal has shifted southeast and is likely to make landfall crossing the southern Bay of Campeche coast later today. After a time inland, the forecast models show Cristobal moving back north and emerging back over the Bay of Campeche around Thursday night and into Friday. Forecast models then show Cristobal moving steadily north across the Gulf, which does mean it could be the first landfall threat to insurance and reinsurance market interests of the 2020 Atlantic storm season. The storm is now forecast to head slowly out into the Gulf of Mexico after meandering for a time near the shore, with strengthening likely and many forecast models are showing storm Cristobal heading towards the U.S. Gulf Coast and strengthening, with a slim chance currently of reaching hurricane status before its arrival. The immediate threat is severe rainfall to Mexico, with totals of 10 to 20 inches and isolated maximum amounts of 25 inches expected over parts of the Mexican states of Tabasco and Campeche. More broadly, 10 to 15 inches of rain is expected over parts of the Mexican states of Chiapas, Veracruz, Quintana Roo, Yucatan and Oaxaca, while rainfall of 10 to 15 inches, with isolated amounts of 25 inches, is expected along the Pacific coasts of Chiapas, Guatemala, and El Salvador. Some of these Pacific areas have already experienced up to 20 inches of rain, so ground is sodden and there is a risk of life-threatening flash floods and mudslides. After tropical storm Cristobal emerges back into the Gulf there remains significant uncertainty over how well organised it will be and whether it will make it to the U.S., the probability appears to have declined overnight. Many forecast models continue to point towards a more central Gulf Coast landfall scenario, but there is still significant uncertainty and range in the forecast path for Cristobal, as well as in terms of potential intensity. You can view a recent forecast model run showing the intensity guidance for tropical storm Cristobal below, sourced from TropicalTidbits.com."
earthquake,"Major magnitude 8.1 earthquake - Kermadec Islands, New Zealand, on Thursday, 4 March 2021 at 19:28 (GMT) - information Source changed to USGS As most agencies put the quake magnitude close to 8, while only Geonet only lists it as a much lower magnitude 7.1 event, we decided to trust USGS as primary data source with a magnitude of 8.1. Update Fri, 5 Mar 2021, 02:05 Tsunami warning raised again after third powerful earthquake hit off the coast of North Island, NZ A third powerful earthquake hit off the coast of North Island, New Zealand on Friday, 5 March 2021, 7:28 am local time. This magnitude 8.1 quake occurred near the Kermadec Islands about 880 km north of New Zealand, at a depth of 20-24 km. Although this quake was not felt much in the nearby North Island, the New Zealand National Emergency Management Agency urged people in some areas to head for higher ground. A tsunami warning was raised over several coastal areas of both North and South Island, New Zealand. The warning was lifted later that day, at around 1:40 pm local time. According to the latest tsunami threat message from the Pacific Tsunami Warning Center, tsunami waves were measured as far as the French Polynesia more than 3000 km northeast of the earthquake's epicenter. The northern coast of New Zealand's North Island was hit by tsunami waves of about 0.16 meters high, i.e., only 16 centimeters. The areas hit include the coasts from North Cape to East Cape. No significant damage has been reported. According to the United States Geological Survey (USGS ), the earthquake resulted from a reverse faulting in the Tonga-Kermadec subduction zone at a depth of about 22 km. USGS was also able to identify the earlier 7.4 quake as a foreshock preceding this quake by nearly 2 hours. The first of the three major earthquakes, which occurred 6 hours prior the second quake, did not directly cause the second and third quakes."
earthquake,"AS SO often with earthquakes, this one started almost imperceptibly. It was lunchtime, and people in Tokyo are apt to take tremors lightly. It took just a frozen heartbeat, though, for that to change. One of us was seated at a coffee shop along a huge slab of oak that sat 14. It shook so violently, people raced outside. Another of us was next to a busy kitchen; metal pots shook, then crashed off the shelves, and with the noise diners came rushing up from tables in the basement and out into the streets. Within minutes, Tokyo's narrow alleys were choked with people, some visibly shocked, most eerily quiet, listening to the clanking power lines overhead, and quite understandably bereft without mobile-phone signals. As I walked onto one of the shopping boulevards of Omote-Sando, a sea of evacuees from the buildings that run along it let out a roar of fear when a second—and then a third—aftershock hit. As cars swayed, and trees lurched overhead, you could feel the power of the beast writhing underneath Japan.
The country has long prepared for something like this—and it showed. Friends quickly offered advice. Stay in open spaces; when back at home, fill up your bath and your rice cooker, so that there is plenty of food and water in reserve. Though phone signals were mostly dead (apparently to leave bandwidth for emergency services), the internet functioned. That meant e-mail and Skype worked, and Facebook and Twitter conveyed news, tips and just the sort of offbeat information that is uplifting in the face of adversity (according to one Facebook rumour, this being Japan, airlines are generously offering cheap flights for anyone wanting to leave the country). Schoolchildren, benefitting from years of drills, looked calmer than some of their teachers."
Typhoon,"Tropical Storm Arthur 2020: Path, updates and forecast The storm is bringing rain to an area that’s still recovering from Hurricane Dorian in September. Tropical Storm Arthur has brought an early start to the Atlantic hurricane season. The storm formed Saturday off the Florida coast before snaking up the east coast toward North Carolina. While the storm is bringing rain to an area that’s still recovering from Hurricane Dorian in September, Arthur’s current path will take it out to sea by Monday night. Follow Arthur’s path with the map below. ""North Carolinians in coastal communities should be cautious of Tropical Storm Arthur approaching our coast today. Pay close attention to local forecasts and avoid dangerous surf conditions,"""
Typhoon,"A typhoon swelled rivers and flooded low-lying areas as it passed over the storm-battered northeastern Philippines, leaving at least 13 people dead and 15 others missing, officials said Thursday.
The Philippine National Police reported the casualty figures, but gave no details.
Typhoon Vamco passed north of Manila between Bulacan and Pampanga provinces, toppling trees and knocking out power. Officials said earlier that nearly 200,000 people had been evacuated, some forcibly, from vulnerable coastal and low-lying areas.
Officials said about 1.9 million households were without power in Metro Manila and nearby provinces. Many electricity poles were toppled, power lines were knocked down and power transformers were damaged.
President Rodrigo Duterte took a break from an online summit of Southeast Asian leaders to fly by helicopter over the affected areas.
“As president I guarantee you that your government will do its best to provide assistance in the form of shelters, relief goods, financial aid and post-disaster counseling. Rest assured, the government will not leave anybody behind. We will get through this crisis,” Duterte said in a televised address.
Rescue teams were deployed to flooded areas in Rizal province, coast guard chief Adm. George Ursabia told DZBB radio.
Marikina city Mayor Marcie Teodoro said fierce winds knocked down power lines overnight, leaving many areas without power and internet service. Heavy rains also flooded many areas and the Marikina River was swollen. Many people in Marikina city were waiting to be rescued from roofs.
“There are many areas that historically don’t get flooded but now they are swamped, like city hall,” he told DZBB radio.
Mark Timbal, spokesman for the government’s disaster response agency, said 363 rescue teams had been deployed consisting of 1,000 rescuers with at least 40 rubber boats.
The typhoon had maximum sustained winds of 130 kilometers per hour (80 mph) with stronger gusts Thursday morning. It was moving west-northwest at 30 kph (19 mph) and was headed for the South China Sea.
The government’s main disaster-response agency had pleaded to the media to relay typhoon alerts in northeastern areas devastated by an earlier typhoon, Goni, saying the agency’s messages could not be sent by cellphones due to damaged telecommunications systems.
Goni, one of the strongest typhoons in the world this year, left more than 30 people dead or missing and damaged or destroyed more than 270,000 houses, many in coastal villages. Tens of thousands of people remain displaced.
The Philippines is hit by about 20 typhoons and tropical storms each year. It is located on the Pacific “Ring of Fire,” where earthquakes and volcanic eruptions are common, making it one of the world’s most disaster-prone countries."
wildfires,"Alaska, the great northern frontier of America, is being reshaped by climate change. While rising temperatures are altering its character and landscape, they are also bringing the ravages of wildfires.
In the past 60 years, Alaska has warmed more than twice as fast as the rest of the country, with average temperatures up by nearly 3°F. By 2050, temperatures are projected to climb an additional 2-4 degrees, with the Arctic region seeing the most dramatic increases. These rising temperatures are expected to increase wildfire risks in Alaska, just as they have in the rest of the western U.S.Wildfires have been on the rise across the western U.S. since the 1970s, at the same time that spring and summer temperatures have increased dramatically, and average spring snowpack has declined substantially.
Fires in Alaska don’t often make news in the lower 48, but they threaten vast expanses of forest, parkland, and tundra that store immense quantities of carbon. The state’s growing number of large wildfires have the potential to damage these ecosystems, and the people and wildlife that depend on them, while releasing a significant amount of carbon into the atmosphere, further contributing to global warming. Wildfire emissions over these vast areas also threaten air quality in Alaska and beyond."
Typhoon,"Florida governor Ron DeSantis has declared a state of emergency as Hurrican Dorian nears the US mainland.
Puerto Rico's Director of Public Safety Elmer Roman also warned residents to keep their guard up as the hurricane's path veers.
The hurricane will likely hit the Carribean island today, It is expected to strengthen into a category 3 storm by the time it hits Florida."
earthquake,"A 6.8-magnitude earthquake struck off Japan's northeastern coast on Saturday, authorities said, but no tsunami warning was issued and there were no immediate reports of damage.
The United States Geological Survey (USGS) said the mid-morning quake hit at a depth of 47 kilometres (29 miles) in the Pacific, off Ishinomaki in Miyagi prefecture -- near the epicentre of a huge 2011 quake which triggered a towering tsunami, killing more than 18,000 people.
Japan's meteorological agency said there was no tsunami risk following Saturday's jolt, which produced strong shaking along parts of the eastern coast and was also felt in Tokyo.
""We are still collecting information but have not received any reports of injuries or damage,"" local government spokesman Tomoki Sawata told AFP, calling the quake ""fairly strong"".
Local railway firms suspended services, including of shinkansen bullet trains, public broadcaster NHK said, while elevators stopped in some buildings in Miyagi.
Fukushima nuclear plant operator TEPCO said the facility, which melted down in the wake of the 2011 tsunami, did not show any abnormalities after the latest jolt.
""Operations are under way as usual,"" TEPCO spokesman Koichiro Shiraki told AFP.
Japan sits on the Pacific ""Ring of Fire"", an arc of intense seismic activity that stretches through Southeast Asia and across the Pacific basin.
The country is regularly hit by quakes, and has strict construction regulations intended to ensure buildings can withstand strong tremors.
In March, a strong 7.2-magnitude earthquake struck off the northeastern coast. Japan's authorities issued a tsunami advisory but there was no damage on the coastline.
The region was also shaken by another strong quake in February that injured dozens. Meteorologists said it was an aftershock of the 2011 quake."
wildfires,"Australia's wildfires have destroyed more than a fifth of the country's forests, making the blazes ""globally unprecedented"" following a years-long drought linked to climate change, researchers said Monday.
Climate scientists are currently examining data from the disaster, which destroyed swathes of southeastern Australia, to determine to what extent they can be attributed to rising temperatures.
In a special edition of the journal Nature Climate Change, Australian researchers examined several other aspects of the blazes, including investigations into their extent and possible causes.
One study showed that between September 2019 and January 2020 around 5.8 million hectares of broadleaf forest were burned in New South Wales and Victoria.
This accounts for roughly 21 percent of the nation's forested area, making this fire season proportionately the most devastating on record.
""Halfway through Spring 2019 we realised that a very large part of the eastern Australian forest could be burned in this single season,"" Matthias Boer, from the Hawkesbury Institute for the Environment at Western Sydney University, Penrith, told AFP.
""The shock came from realising that this season was off the charts globally in terms of the percentage of the continental section of a forest biome that burned.""
Boer said his study almost certainly underestimates the extent of forest loss as the island state of Tasmania was not covered in the data.
Australia's annual average forest loss to wild fires is typically well below 2 percent."
Typhoon,"A typhoon that slammed in eastern China's coast Wednesday flooded and washed out roads, knocked out power and disrupted transportation in one of the nation's most populous regions.
Damage to roads and bridges stranded hundreds of people though no casualties were immediately reported, the official Xinhua News Agency reported.
Typhoon Haikui came ashore in Zhejiang province with winds up to 150 kilometres per hour early Wednesday and was weakening.
Shanghai Public Weather Service said Haikui dumped as much as 58 millimetres in one hour in the city's centre in the afternoon.
In Zhejiang, 12 townships lost power. Flooding left at least 130 people stranded in three hotels in Lin'an city after roads were washed out. In Anji county, about 300 tourists were trapped after a bridge was destroyed, Xinhua said.
The China Meteorological Administration had issued a red alert for Typhoon Haikui, the highest alert so far this year. More than 1.8 million people were evacuated from parts of heavily populated Shanghai and neighbouring Zhejiang.
Shanghai, which has 23 million people and is the country's financial hub, banned many outdoor activities. It curtailed public transit, cancelled more than 500 flights, and halted at least 600 trains on Wednesday, local media said.
The city relocated 374,000 residents and Zhejiang evacuated more than 1.5 million people, Xinhua said.
China is still recovering from typhoons Damrey and Saola, which hit over the weekend and caused at least 23 deaths. Saola also battered Taiwan and the Philippines and was blamed for about 60 deaths in the two countries."
other,"What caused the volcanic eruption on New Zealand's White Island and why was there no warning? Monitoring for hydrothermal eruptions is a huge challenge as the eruption is caused by steam, not magma, which is harder to track Five people have been confirmed dead, 31 remain in hospital with injuries and eight are still missing after sudden volcanic eruptions on Whakaari/White Island off the east coast of New Zealand. The island is a tourist destination and 47 people were on it when it erupted on Monday afternoon. Three of those rescued have now been discharged from hospital. Volcanologists at GeoNet, which operates a geological hazard monitoring system, described the eruption as impulsive and short-lived, with an ash plume that rose to more than 3km above the vent. On Tuesday morning the New Zealand prime minister Jacinda Ardern praised the courage of the first responders and pilots who conducted an aerial survey. She confirmed that the flyovers have shown no signs of life. Police were assessing whether it was safe to return to the island for a recovery operation."
other,"UN to launch funding appeal for Saint Vincent and the Grenadines following volcano eruption The UN is set to launch a funding appeal to support Saint Vincent and the Grenadines, where ongoing volcanic “explosions” continue to disrupt life in the Caribbean island nation and nearby countries, a top official in the region said on Wednesday. Didier Trebucq, UN Resident Coordinator for Barbados and the Caribbean, briefed journalists on response to the growing humanitarian crisis sparked after long-dormant La Soufrière volcano erupted last week, displacing some 20,000 people, or roughly one-fifth of the population. Around 6,000 are considered vulnerable. “We are about to initiate the UN funding appeal and response plan to support the humanitarian response, but also the early recovery for the next six months”, he said, speaking via video link from Barbados. “This is a crisis that is going to last certainly more than six months in the sub-region, in Saint Vincent, and other islands.”"
earthquake,"_zmir/Turkey: Earthquake Situation Report No: 03, 31 October 2020 Background A magnitude 6.6 earthquake struck the western province of Izmir, Turkey on Friday, October 30, 2:51 pm local time. The European-Mediterranean Seismological Centre said the quake had an epicentre 13 km northeast of the Greek island of Samos. The earthquake was felt in provinces as far as Istanbul, Bodrum, Mu_la, and Manisa. Soon after the initial quake, the Province was shaken further by 389 aftershocks, with 33 of them more powerful than magnitude 4.0. The quake has left severe damage to the structures and infrastructures in different areas of Bornova and Bayrakl_ regions of the city, pushing the residents to flee in panic into the streets. At least 17 buildings have been reported collapsed and several others damaged."
wildfires,"Alaskan fire crews are fighting two tundra fires sparked by lightning in the southwest of the state, which has experienced a warm winter with little snow, according to AP.
By Monday the fires had covered 63 square miles of the Yukon Delta National Wildlife Refuge, the AP report said, but weekend rain helped quell the spread. The fires are burning in a biologically diverse area, home to nesting waterfowl and a variety of plant species.
“There’s lots of vegetation,” Fish and Wildlife Service fire ecologist Lisa Saperstein said. “And where you have vegetation, it’s fuel.”
Tundra fires are sometimes allowed to burn out on their own if they don’t threaten infrastructure. In this case, fire information spokesman Tim Mowry said, crews weren’t sent to fight one of the fires until it grew to almost 20 square miles in size. As of Monday, the fires remained about 50 miles away from the town of Bethel, AP reported.
Saperstein said that tundra fires are rarer than forest fires in southwest Alaska, but do still occur.
Areas with less snow have less moisture in the ground, putting them at greater risk of fire. A 2013 report by the University of Alaska Fairbanks Cooperative Extension Service states that Alaska may see a growth in tundra fires in the coming century due to climate change."
earthquake,"Japan's most powerful earthquake since records began has struck the north-east coast, triggering a massive tsunami.
Cars, ships and buildings were swept away by a wall of water after the 8.9-magnitude tremor, which struck about 400km (250 miles) north-east of Tokyo.
A state of emergency has been declared at a nuclear power plant, where pressure has exceeded normal levels.
Officials say 350 people are dead and about 500 missing, but it is feared the final death toll will be much higher.
In one ward alone in Sendai, a port city in Miyagi prefecture, 200 to 300 bodies were found.
The quake was the fifth-largest in the world since 1900 and nearly 8,000 times stronger than the one which devastated Christchurch, New Zealand, last month, said scientists.
Thousands of people living near the Fukushima nuclear power plant have been ordered to evacuate.
Japanese nuclear officials said pressure inside a boiling water reactor at the plant was running much higher than normal after the cooling system failed.
Officials said they might need to deliberately release some radioactive steam to relieve pressure, but that there would be no health risk.
US Secretary of State Hillary Clinton had earlier said the US Air Force had flown emergency coolant to the site."
other,"Volcanic eruption, ensuing chaos kill at least 15 in Congo GOMA, Congo (AP) — Torrents of lava poured into villages after dark in eastern Congo with little warning, leaving at least 15 people dead amid the chaos and destroying more than 500 homes, officials and survivors said Sunday. The eruption of Mount Nyiragongo on Saturday night sent about 5,000 people fleeing from the city of Goma across the nearby border into Rwanda, while another 25,000 others sought refuge to the northwest in Sake, the U.N. children’s agency said Sunday. More than 170 children were still feared missing Sunday, and UNICEF officials said they were organizing transit centers to help unaccompanied children in the wake of the disaster."
earthquake,"Residents of Cape Town have been left shook after a 6.2 magnitude earthquake rocked the region on Saturday night. The substantial tremor rumbled many in the south-west, with residents of Melkbosstrand bearing the brunt of the seismic event.
The actual quake happened some 1 800km offshore, deep in the South Atlantic Ocean. Residents have reported feeling the effects, with houses shaking and the ground moving. Despite taking locals by surprise, it seems the after-effects will be minimal at worst.
The US Geological Survey has concluded that there will be a ‘low threat to life’, due to the earthquake’s strength. Although 6.2 on the Richter Scale does mark a significant event for Cape Town, it’s unlikely that it will trigger a tsunami or any follow-up damage."
wildfires,"Several large wildfires have charred tens of thousands of acres in northern California. The largest, the Rocky fire, had burned about 60,000 acres (24,000 hectares) in Lake, Yolo, and Colusa counties as of August 3, 2015. Farther north, the Fork Complex fire and the Mad River Complex fire had burned a combined 39,000 acres.
The Moderate Resolution Imaging Spectroradiometer (MODIS) on NASA’s Terra satellite collected this image on August 2, 2015. Red outlines indicate hot spots where the sensor detected unusually warm surface temperatures associated with fires. Plumes of smoke are visible drifting from the hot spots.
The Rocky fire has destroyed two dozen homes and forced the evacuation of 12,000 people, according to news reports."
other,"See how the White Island volcano disaster unfolded when tourists entered White Island, they walked into a crater that could erupt at any time. Here is a 360-degree look at the volatile volcano. According to New Zealand’s official earthquake monitoring body, GeoNet, explosive eruptions can happen with little or no warning. They eject cannonball-like hot rocks, ash clouds and surges of boiling gases and rock projectiles into the air. This is what happened on Monday. For the 47 tourists on the island, the impact was immediate and devastating."
wildfires,"Firefighters have beaten back parts of the nine blazes raging in southern California, allowing thousands of displaced locals to return to the area.
But a flare-up of a wildfire in San Marcos prompted more than 13,000 new evacuation notices to residents.
The fires have destroyed at least 18 houses and two businesses and caused more than $20m (?12m) in damage.
A badly burned body was found in Carlsbad, but no details were available on its identity or cause of death.
Schools across the region were closed and a nuclear plant and a military base were earlier evacuated.
Months of drought have made California particularly prone to fire this year, and the crews managing the evacuations and battling the blazes have had to contend with sweltering heat.
But calmer winds on Thursday allowed aircraft - including four air tankers and 22 military helicopters - to be deployed to fight the flames.
The Legoland theme park in Carlsbad was closed earlier due to power surges, while San Onofre nuclear power plant briefly evacuated non-essential staff as a precautionary measure.
And the campus of California State University-San Marcos, with almost 10,000 students, was shut down amid the university's final exams, with all commencement ceremonies cancelled.
Fires also hit the Marine Corps base at Camp Pendleton, between San Diego and Los Angeles.
Carlsbad fire chief Michael Davies said such fires were unprecedented this time of year."
Typhoon,"A senior U.N. humanitarian official said Monday that nearly 10 million people in the Philippines have been affected by the massive typhoon that ravaged the country on Friday.
John Ging, operations director of the U.N.’s humanitarian office, told reporters that 9.8 million people have been affected and 660,000 displaced from what he said was the biggest typhoon recorded in nearly a century.
Ging said the devastation wa huge and the U.N. was mobilizing for a massive response.
“We, in the United Nations and with our international NGO partners, are very much in support and we are focused on - as you would expect -- first and foremost, on the requirements for food, the requirements for shelter support, the requirements for medical support, to prevent the outbreak of public health disasters with so many people - estimated now over 10,000 people perished,” he said.
Ging expressed hope that the death toll would not go higher, but said everyone must be prepared for the worst as responders reach remote areas.
He commended the Philippine authorities, who he said were responding in a “very impressive” way.
Ging said efforts to reach those in need were complicated by logistical constraints, including damage to infrastructure, roads and airports.
U.N. Humanitarian chief Valerie Amos is on her way to the Philippines where she will launch an appeal for funds on Tuesday. In the meantime, the U.N. has released $25 million from its Central Emergency Relief Fund to assist aid agencies in quickly mobilizing relief efforts.
The international community has responded rapidly, sending plane loads of emergency supplies, medical and rescue teams."
